,location_name,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,open_hours,category_tags,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,distance_from_home,median_dwell,bucketed_dwell_times,popularity_by_hour,popularity_by_day,device_type,normalized_visits_by_state_scaling,normalized_visits_by_total_visits,normalized_visits_by_total_visitors,normalized_visits_by_region_naics_visits,normalized_visits_by_region_naics_visitors,tier1,normalized_tier1,tier2,normalized_tier2,weekly_minutes_open,weekly_days_open,geometry,dist_to_charger
863,Birch Creek School,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,41.842003,-111.851973,675 W 220 N,Smithfield,UT,84335,,,400,103,"[10,2,6,3,0,2,1,1,3,28,18,21,18,22,12,5,24,30,16,22,15,15,3,38,19,19,14,16,17,0]",490050002011,"{""490050002011"":33,""490050002023"":9,""490050002012"":8,""490050002024"":5,""490050012021"":4,""490050001011"":4,""490050001013"":4,""490050006002"":4,""490050012022"":4,""490050004021"":4,""490050002022"":4,""490479402014"":4,""490050003002"":4,""490050003001"":4,""490050005014"":4}","{""490050002011"":27,""490050002023"":9,""490050002012"":8,""490050008003"":6,""490050006002"":5,""490490101031"":4,""490050004021"":4,""490050004011"":4,""490050003003"":4,""490050005022"":4,""490050001013"":4,""490050001011"":4,""490050003001"":4,""490050003002"":4,""490050002022"":4,""490572104022"":4,""490050007011"":4,""490050002024"":4}",2255.0,44.0,"{'<5': 15, '5-10': 132, '11-20': 27, '21-60': 45, '61-120': 58, '121-240': 52, '>240': 71}","[9,9,7,7,7,7,8,13,82,116,132,149,129,115,144,58,20,14,25,25,22,13,12,9]","{""Monday"":70,""Tuesday"":56,""Wednesday"":56,""Thursday"":54,""Friday"":55,""Saturday"":13,""Sunday"":96}","{""android"":57,""ios"":46}",3670.2201367066737,2.591347929791574e-05,2.1852293769507947e-05,0.0007127456745246877,0.0033736768860962,181,1660.7746118597697,226,2073.6743772392706,,,POINT (-111.851973 41.842002999999984),30252.382677510268
864,Black Hawy Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,41.707076,-111.843494,Legrand St,Logan,UT,84321,,,333,189,"[10,13,8,2,6,8,6,3,7,2,8,3,3,6,3,8,8,18,6,22,15,5,59,4,14,10,10,28,6,32]",490050011013,"{""490050011013"":19,""490050012011"":7,""490050010023"":6,""490050013002"":5,""490050004011"":5,""490050003003"":5,""490050010011"":5,""490050011012"":5,""490050009002"":4,""490111254032"":4,""490111254062"":4,""490050012021"":4,""490572104035"":4,""490050005022"":4,""490050005011"":4,""490059801001"":4,""490050006006"":4,""490050014011"":4,""490479683021"":4,""490111262021"":4,""490039603002"":4,""490050007012"":4,""490050003004"":4,""490050004034"":4,""490050006003"":4,""490050007011"":4,""490050003002"":4,""490050011011"":4,""490050011022"":4,""490050012013"":4,""490050012022"":4,""490490012012"":4,""490050004032"":4,""490572105052"":4,""490039602005"":4,""490050014022"":4,""490050002022"":4}","{""490050011013"":11,""490050013002"":7,""490050003003"":7,""490050012022"":7,""490050012021"":6,""490050010023"":6,""490050011011"":5,""490050012011"":5,""490050004034"":5,""490351126171"":4,""490050006006"":4,""490050002011"":4,""490050013001"":4,""490490002052"":4,""490050012012"":4,""490351130081"":4,""490111253031"":4,""490111270021"":4,""490111254032"":4,""490050014022"":4,""490111254062"":4,""560139402021"":4,""490351028023"":4,""490050010011"":4,""490351145003"":4,""490490102201"":4,""490050012013"":4,""490050003002"":4,""490572112022"":4,""490050014012"":4,""490050004032"":4,""490111262031"":4,""490050011022"":4,""490572104035"":4,""490039608023"":4,""490050002022"":4,""490050002024"":4,""490050005022"":4,""160419702001"":4}",8384.0,40.0,"{'<5': 5, '5-10': 51, '11-20': 47, '21-60': 110, '61-120': 67, '121-240': 30, '>240': 23}","[20,19,16,15,11,7,7,11,24,26,34,28,31,48,36,37,31,69,97,73,31,32,25,27]","{""Monday"":42,""Tuesday"":25,""Wednesday"":43,""Thursday"":55,""Friday"":27,""Saturday"":119,""Sunday"":22}","{""android"":96,""ios"":93}",3055.4582638083057,2.157297151551485e-05,4.00978982760874e-05,0.0003478202740573078,0.0007615867534219946,120,1101.066041012002,230,2110.3765786063373,,,POINT (-111.84349400000002 41.70707600000001),5793.0008518612085
865,Gunnell Family Dentistry,,Offices of Dentists,Offices of Dentists,621210.0,41.634316,-111.85593,26 W Main St,Hyrum,UT,84319,,Oral Surgeons,3,2,"[0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0]",490050014023,{},{},,479.0,"{'<5': 0, '5-10': 0, '11-20': 0, '21-60': 1, '61-120': 0, '121-240': 0, '>240': 2}","[0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":2,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":6,""ios"":0}",27.52665102530005,1.9435109473436805e-07,4.243163838739407e-07,5.042440541221951e-05,8.925118257816917e-05,2,18.351100683533367,3,27.52665102530005,,,POINT (-111.85593 41.634316),32118.87923971434
866,Natalie Gibson,,Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399.0,41.71125,-111.829771,169 N Gateway Dr Ste 170,Providence,UT,84332,,Nurse Practitioner,150,115,"[1,1,0,5,12,3,1,15,16,3,4,7,3,3,9,5,3,8,9,3,3,4,6,1,5,4,10,2,4,0]",490050011011,"{""490050011011"":9,""490050012022"":8,""490050013001"":6,""490050002023"":6,""490050011013"":5,""490050005013"":5,""490050004034"":4,""490050006004"":4,""490490102182"":4,""490351130191"":4,""490050012011"":4,""490050014011"":4,""490050007013"":4,""490039608021"":4,""490050012013"":4,""490050014021"":4,""490050008002"":4,""490050010023"":4,""490050005021"":4,""490050013002"":4,""490050007022"":4,""490050003003"":4,""490050014012"":4,""490050010022"":4,""490050001013"":4,""490050012012"":4,""490050011022"":4}","{""490050003003"":7,""490050012022"":7,""490050011011"":6,""490050011022"":5,""490050010023"":5,""160299601005"":4,""490039601002"":4,""490050012013"":4,""490050014021"":4,""490050002023"":4,""490050011013"":4,""490050012011"":4,""490050014011"":4,""490050005014"":4,""490050013002"":4,""490050007022"":4,""490050004032"":4,""490050012021"":4,""490050011021"":4,""490050012012"":4,""490050015001"":4,""490050005022"":4,""490039605004"":4,""490111258041"":4,""490050004011"":4,""490050007013"":4,""160419702003"":4,""490050014012"":4}",5210.0,68.5,"{'<5': 1, '5-10': 7, '11-20': 21, '21-60': 42, '61-120': 48, '121-240': 31, '>240': 0}","[0,0,0,0,0,0,0,1,3,5,8,14,13,18,34,25,26,23,27,34,31,25,21,9]","{""Monday"":22,""Tuesday"":32,""Wednesday"":19,""Thursday"":9,""Friday"":33,""Saturday"":28,""Sunday"":7}","{""android"":60,""ios"":53}",1376.3325512650026,9.717554736718404e-06,2.439819207275159e-05,0.0023228444003964,0.0046397970862074,79,724.868476999568,121,1110.2415913537686,,,POINT (-111.829771 41.711249999999986),3528.0746201847846
867,Petals & Promises Prom,,Clothing Stores,,4481.0,41.733075,-111.83693,82 W 100 N,Logan,UT,84321,"{'Mon': [['12:00', '18:00']], 'Tue': [['12:00', '18:00']], 'Wed': [['12:00', '18:00']], 'Thu': [['12:00', '18:00']], 'Fri': [['12:00', '18:00']], 'Sat': [['10:00', '17:00']], 'Sun': []}","Bridal,Formal Wear,Women's Clothing",64,57,"[1,5,0,2,4,0,2,7,6,0,5,3,1,5,1,3,1,2,1,1,1,2,1,0,5,1,0,2,0,2]",490050010021,"{""490111253031"":4,""490050002022"":4,""160419702001"":4,""490050004034"":4,""490490103052"":4,""490050003004"":4,""490050012021"":4,""490050001013"":4,""490050004031"":4,""490039603006"":4,""490050005012"":4,""490050012022"":4,""490050015002"":4,""160719601003"":4}","{""490050011011"":4,""490050005022"":4,""490050012021"":4,""560239782001"":4,""160419702001"":4,""490050012022"":4,""490050012013"":4,""490050010021"":4,""490490103052"":4,""490050010023"":4,""490050003004"":4}",24085.0,28.5,"{'<5': 1, '5-10': 10, '11-20': 14, '21-60': 22, '61-120': 17, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,3,1,0,5,19,19,20,15,14,12,0,1,1,0,0,0]","{""Monday"":14,""Tuesday"":9,""Wednesday"":2,""Thursday"":10,""Friday"":11,""Saturday"":17,""Sunday"":1}","{""android"":39,""ios"":24}",587.2352218730678,4.146156687666519e-06,1.209301694040731e-05,0.000956794737628943,0.0013574852585585,17,155.98435581003363,39,357.84646332890065,2220.0,6.0,POINT (-111.83693 41.733075),746.6303491353628
868,Brown Todd A MD,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,41.830659,-111.833431,291 S Main St Ste C,Smithfield,UT,84335,,Family Doctor,46,26,"[1,1,0,1,3,0,4,3,0,0,1,3,1,4,3,0,0,3,2,1,1,0,0,0,2,2,1,5,4,0]",490050002012,"{""490050004011"":4,""490050002023"":4,""490050004022"":4,""490050002011"":4,""490050002012"":4}","{""490050002012"":5,""490050002023"":4,""490050006006"":4,""490050014012"":4,""160419701004"":4}",8820.0,34.0,"{'<5': 3, '5-10': 5, '11-20': 4, '21-60': 20, '61-120': 11, '121-240': 2, '>240': 1}","[0,0,0,0,0,0,0,5,16,13,7,9,5,3,4,4,4,4,4,6,1,1,1,0]","{""Monday"":7,""Tuesday"":10,""Wednesday"":3,""Thursday"":14,""Friday"":11,""Saturday"":1,""Sunday"":0}","{""android"":13,""ios"":16}",422.0753157212674,2.9800501192603102e-06,5.516112990361229e-06,0.0007218970198207812,0.0013469196533145,14,128.45770478473355,34,311.9687116200672,,,POINT (-111.833431 41.830659000000004),25204.38654040034
869,Acupuncture,,Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399.0,42.096621,-111.876268,12 N State St,Preston,ID,83263,,Acupuncture,26,11,"[0,1,1,0,1,2,1,1,0,1,1,1,1,1,0,0,2,0,1,1,1,2,1,0,0,1,1,2,1,1]",160419701002,"{""160419702003"":4,""160419701002"":4,""160419701001"":4}","{""160419702003"":4,""160419702001"":4}",7607.0,254.0,"{'<5': 0, '5-10': 1, '11-20': 3, '21-60': 2, '61-120': 0, '121-240': 5, '>240': 15}","[4,1,1,1,0,0,0,2,2,4,18,17,15,16,14,13,11,10,0,0,0,1,1,1]","{""Monday"":1,""Tuesday"":4,""Wednesday"":5,""Thursday"":5,""Friday"":4,""Saturday"":3,""Sunday"":4}","{""android"":4,""ios"":4}",223.67870143202248,2.838494261765504e-06,3.9336416116344245e-06,0.000413065582104728,0.0008873114463176575,20,172.0605395630942,22,189.26659351940364,,,POINT (-111.876268 42.09662099999999),122825.1222984274
870,Dee Glen Smith Spectrum,,Spectator Sports,Sports Teams and Clubs,711211.0,41.746478,-111.812262,900 E. 900 N.,Logan,UT,84322,,"Amateur Sports Teams,Music Venue,Opera,Sports Clubs",3041,637,"[106,47,43,142,151,151,143,96,51,38,146,163,148,153,122,66,4,147,155,152,100,76,78,34,128,125,94,81,49,52]",490050007022,"{""490050007022"":78,""490050006006"":53,""490050006004"":50,""490050007012"":28,""490050008001"":26,""490050007023"":25,""490050006001"":22,""490050009001"":21,""490050006005"":19,""490050005021"":16,""490050008002"":12,""490050004011"":10,""490050008004"":8,""490050004021"":7,""490050005013"":7,""490050012022"":6,""490211107012"":6,""490050002023"":5,""490050002012"":5,""490050007011"":5,""490050008003"":5,""490050002024"":5,""490050014011"":5,""490451311001"":5,""490050004012"":5,""490490015031"":4,""490351128151"":4,""490111261041"":4,""490050011022"":4,""160419701004"":4,""490490027012"":4,""490050010011"":4,""490050004022"":4,""490351131052"":4,""490050009002"":4,""490050004034"":4,""490050014013"":4,""490050013003"":4,""490050014022"":4,""490351014003"":4,""490519602002"":4,""490351128152"":4,""160419701002"":4,""490050001011"":4,""490351130201"":4,""490050003004"":4,""160419702003"":4,""160199704022"":4,""080130122042"":4,""490572103041"":4,""490050006002"":4,""490111258041"":4,""160010022212"":4,""490572014003"":4,""490050001022"":4,""490050013001"":4,""490050004032"":4,""490532708011"":4,""490490107003"":4,""401430095003"":4,""490111271004"":4,""490451307013"":4,""490490025002"":4,""490050005022"":4,""080410038022"":4,""490050014023"":4,""490490018023"":4,""490351130162"":4,""490351129182"":4,""490050005014"":4,""490490105041"":4,""490111259062"":4,""490050010021"":4,""490050004033"":4,""490050011013"":4,""490211102004"":4,""490111254033"":4,""490050013002"":4}","{""490050007022"":89,""490050006006"":50,""490050006004"":46,""490050007012"":29,""490050007023"":23,""490050006005"":21,""490050006001"":18,""490050005021"":17,""490050008002"":15,""490050008001"":15,""490050004011"":13,""490050009001"":11,""490050005012"":9,""490050004012"":7,""490050008004"":7,""490050012022"":7,""490050008003"":7,""490050005022"":7,""530330323074"":6,""490050007021"":6,""490050003004"":6,""490050005013"":5,""490050002022"":5,""490050002024"":5,""490351130201"":4,""490351014003"":4,""490111258041"":4,""490111271005"":4,""490490013002"":4,""490050005014"":4,""490039601002"":4,""490111258052"":4,""471650210041"":4,""490050012011"":4,""490050014023"":4,""490050004033"":4,""490050014011"":4,""150030014001"":4,""490490015031"":4,""490050002023"":4,""490351121005"":4,""490050013002"":4,""490050004032"":4,""490111261041"":4,""490039607021"":4,""490359800001"":4,""490572103041"":4,""490490101092"":4,""490050011013"":4,""160419701002"":4,""490351131081"":4,""490050010021"":4,""410290007001"":4,""490490027012"":4,""490490107003"":4,""160419702003"":4,""490351127004"":4,""490050013001"":4,""490279743001"":4,""490211102004"":4,""490111262042"":4,""490050011011"":4,""490572006003"":4,""490490101084"":4,""490050007011"":4,""490351130161"":4,""490050004021"":4,""490050005011"":4,""490050001012"":4,""490050004022"":4,""490050002012"":4,""490050004034"":4,""490490016022"":4}",1306.0,51.0,"{'<5': 23, '5-10': 169, '11-20': 335, '21-60': 1288, '61-120': 858, '121-240': 283, '>240': 85}","[32,25,21,20,21,38,92,234,334,423,463,484,495,505,430,435,450,376,341,459,378,235,129,38]","{""Monday"":563,""Tuesday"":594,""Wednesday"":545,""Thursday"":477,""Friday"":449,""Saturday"":294,""Sunday"":119}","{""android"":289,""ios"":349}",27902.848589312485,0.00019700722636240443,0.0001351447682638501,0.0598598480374788,0.1386052871467639,1226,11249.224719005953,2514,23067.333559201445,,,POINT (-111.812262 41.746477999999996),874.3235187128315
871,Food Safety Net Services Hyrum,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,41.643451,-111.861257,410 N 200 W,Hyrum,UT,84319,,,284,33,"[11,9,7,5,15,15,14,12,0,5,8,10,12,9,12,5,6,7,13,16,12,11,6,10,10,10,13,9,8,4]",490050014021,"{""490050010021"":5,""490050014022"":4,""160270204013"":4,""490050014023"":4,""490050005022"":4,""490050012021"":4,""490050003004"":4,""490050010012"":4}","{""490050014021"":8,""490050010023"":5,""490050003004"":4,""490050011011"":4,""490050014023"":4,""160010103351"":4,""490050014022"":4,""490050011013"":4,""490050010012"":4}",8236.0,49.5,"{'<5': 2, '5-10': 47, '11-20': 42, '21-60': 63, '61-120': 36, '121-240': 52, '>240': 42}","[13,12,14,23,32,43,64,69,57,41,45,51,50,58,62,57,43,46,7,17,23,24,29,43]","{""Monday"":30,""Tuesday"":48,""Wednesday"":56,""Thursday"":44,""Friday"":54,""Saturday"":24,""Sunday"":28}","{""android"":14,""ios"":14}",2605.856297061738,1.8398570301520177e-05,7.001220333920022e-06,0.0044569294267196,0.0083157648161161,130,1192.8215444296688,193,1770.88121596097,,,POINT (-111.861257 41.64345099999999),29220.338267433344
872,Richmond Storage Units,,Lessors of Real Estate,Lessors of Miniwarehouses and Self-Storage Units,531130.0,41.923065,-111.822526,550 W Main St,Richmond,UT,84333,,,23,12,"[0,4,1,1,0,0,0,0,0,3,0,1,1,2,0,4,1,0,1,1,0,2,0,0,0,0,0,0,0,1]",490050001013,"{""490050001013"":4,""160419702004"":4}","{""490050001013"":4,""490439642012"":4}",12116.0,89.0,"{'<5': 0, '5-10': 6, '11-20': 0, '21-60': 3, '61-120': 5, '121-240': 5, '>240': 4}","[4,4,4,4,3,3,3,3,3,6,4,3,4,4,7,6,6,5,4,4,8,2,3,4]","{""Monday"":1,""Tuesday"":2,""Wednesday"":2,""Thursday"":2,""Friday"":2,""Saturday"":9,""Sunday"":5}","{""android"":5,""ios"":4}",211.0376578606337,1.4900250596301551e-06,2.5458983032436443e-06,3.5110805121292566e-05,7.082196589460459e-05,14,128.45770478473355,17,155.9843558100336,,,POINT (-111.82252600000001 41.92306499999999),58698.17838520973
873,Hertz,Hertz,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111.0,41.769238,-111.833509,900 West 2500 North,North Logan,UT,84341,"{'Mon': [['8:00', '16:00']], 'Tue': [['8:00', '16:00']], 'Wed': [['8:00', '16:00']], 'Thu': [['8:00', '16:00']], 'Fri': [['8:00', '16:00']], 'Sat': [], 'Sun': []}","Car Rental,Truck Rental",22,10,"[1,0,0,1,4,0,1,0,0,0,0,0,0,2,0,0,0,1,2,3,1,0,0,0,0,1,3,1,1,0]",490050004011,"{""490050012022"":4,""490050007012"":4,""490050013001"":4}","{""490050002024"":4,""490050004011"":4,""490050005022"":4,""490050007012"":4,""490050007022"":4}",4286.0,10.5,"{'<5': 2, '5-10': 9, '11-20': 3, '21-60': 1, '61-120': 1, '121-240': 1, '>240': 5}","[0,0,0,0,0,0,0,3,4,6,8,5,6,6,7,7,6,5,3,0,0,0,0,0]","{""Monday"":2,""Tuesday"":7,""Wednesday"":6,""Thursday"":5,""Friday"":2,""Saturday"":0,""Sunday"":0}","{""android"":6,""ios"":4}",201.86210751886705,1.4252413613853656e-06,2.1215819193697035e-06,0.0056251598056762,0.0099547511312217,7,64.22885239236679,8,73.40440273413347,2400.0,5.0,POINT (-111.833509 41.769238),4020.3933553066954
874,Mack Park,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,41.838349,-111.824675,Canyon Road,Smithfield,UT,84335,,,235,170,"[5,12,12,2,7,3,3,5,3,7,2,8,4,5,3,28,10,9,6,9,8,1,19,10,5,9,12,6,5,17]",490050002023,"{""490050002023"":24,""490050002024"":10,""490050002021"":9,""490050004021"":8,""490050002022"":8,""490050014012"":7,""490050002011"":7,""490050001013"":6,""490050003001"":6,""490050002012"":5,""490050010011"":5,""490050011011"":4,""490572105101"":4,""160419702001"":4,""490050015002"":4,""490039604002"":4,""490572105053"":4,""081230022041"":4,""160419702002"":4,""160419702004"":4,""490050005012"":4,""490050012022"":4,""490050010021"":4,""490050005021"":4,""490050004034"":4,""160079502003"":4,""490050006005"":4,""490050005022"":4,""490039602002"":4,""490050004031"":4}","{""490050002023"":21,""490050002021"":13,""490050002022"":11,""490050002011"":8,""490050002024"":6,""490050014012"":5,""490050001013"":5,""490050005021"":5,""490050004034"":5,""490050003001"":4,""490050001011"":4,""490050002012"":4,""490050008003"":4,""490572105053"":4,""490050006005"":4,""490050004021"":4,""490490105032"":4,""490050004031"":4,""490050011011"":4,""490050004011"":4,""490050003002"":4,""490532703002"":4,""490050015002"":4,""490050004033"":4,""160079501002"":4,""490050012012"":4}",6456.0,23.0,"{'<5': 4, '5-10': 68, '11-20': 35, '21-60': 66, '61-120': 38, '121-240': 16, '>240': 8}","[4,3,2,2,8,1,1,7,15,29,20,35,34,40,34,26,27,29,32,33,26,21,6,8]","{""Monday"":18,""Tuesday"":30,""Wednesday"":28,""Thursday"":22,""Friday"":19,""Saturday"":79,""Sunday"":39}","{""android"":111,""ios"":56}",2156.2543303151706,1.5224169087525498e-05,3.606689262928496e-05,0.0002454587519623644,0.0005374561172797859,62,568.8841211895344,128,1174.4704437461355,,,POINT (-111.824675 41.838349),27833.50865598352
875,United States Postal Service (USPS),United States Postal Service (USPS),Postal Service,Postal Service,491110.0,41.922422,-111.808304,3 S State St,Richmond,UT,84333,"{'Mon': [['0:01', '23:59']], 'Tue': [['0:01', '23:59']], 'Wed': [['0:01', '23:59']], 'Thu': [['0:01', '23:59']], 'Fri': [['0:01', '23:59']], 'Sat': [['0:01', '23:59']], 'Sun': []}",,16,16,"[1,0,0,1,1,0,3,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,2,0,0,0,0,2]",490050001011,"{""490050001011"":6,""160419702005"":5,""490050003001"":4,""490050001013"":4,""490050006006"":4}","{""490050001013"":4,""490050001011"":4,""490050012022"":4}",2549.0,7.0,"{'<5': 1, '5-10': 14, '11-20': 0, '21-60': 0, '61-120': 1, '121-240': 0, '>240': 0}","[0,0,0,0,0,2,1,1,0,1,3,0,2,2,2,2,3,0,0,0,0,0,0,0]","{""Monday"":4,""Tuesday"":2,""Wednesday"":3,""Thursday"":3,""Friday"":2,""Saturday"":2,""Sunday"":0}","{""android"":9,""ios"":5}",146.80880546826694,1.0365391719166297e-06,3.394531070991525e-06,0.0010852608017364,0.0020890455673064,1,9.175550341766684,1,9.175550341766684,8628.0,6.0,POINT (-111.808304 41.92242199999999),58589.9316555748
876,Intermountain Healthcare,Intermountain Healthcare,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,41.806185,-111.832737,4088 N Highway 91,Hyde Park,UT,84318,,"Pediatricians,Urgent Care,Urologists,Neurologist,Cardiology",1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1]",490050004033,{},"{""560419752002"":4}",,8.0,"{'<5': 0, '5-10': 1, '11-20': 0, '21-60': 0, '61-120': 0, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":1,""Sunday"":0}","{""android"":0,""ios"":0}",9.175550341766684,6.478369824478935e-08,2.1215819193697037e-07,1.569341347436481e-05,2.928086202857812e-05,0,0.0,0,0.0,,,POINT (-111.832737 41.806185),16350.678439462743
877,3rd Gen Tactical,,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120.0,41.758479,-111.84042,1435 N 200 W,Logan,UT,84341,,Guns and Ammo,137,28,"[5,1,1,6,6,5,4,2,0,0,5,2,4,4,5,1,0,6,8,10,7,7,3,2,9,8,9,9,8,0]",490050005021,"{""490050005021"":5,""490039606022"":4,""490050010023"":4,""490050006003"":4}","{""490050005021"":13,""490050007022"":4,""490050007021"":4,""490050011011"":4}",4795.0,61.0,"{'<5': 2, '5-10': 23, '11-20': 13, '21-60': 30, '61-120': 13, '121-240': 25, '>240': 31}","[0,0,0,0,0,0,0,14,58,63,53,46,49,53,40,27,21,6,4,6,5,4,3,2]","{""Monday"":26,""Tuesday"":24,""Wednesday"":28,""Thursday"":24,""Friday"":27,""Saturday"":5,""Sunday"":3}","{""android"":12,""ios"":16}",1257.0503968220355,8.875366659536141e-06,5.940429374235169e-06,0.0006539285833615748,0.001017823047377,69,633.1129735819011,99,908.3794838349015,,,POINT (-111.84042 41.75847900000001),3278.9659109171644
878,USU Credit Union,,Depository Credit Intermediation,Credit Unions,522130.0,41.818183,-111.832634,890 S Main St,Smithfield,UT,84335,"{'Mon': [['9:00', '18:00']], 'Tue': [['9:00', '18:00']], 'Wed': [['9:00', '18:00']], 'Thu': [['9:00', '18:00']], 'Fri': [['9:00', '18:00']], 'Sat': [['9:00', '14:00']], 'Sun': []}",,31,26,"[4,0,0,4,1,1,0,1,0,0,1,4,1,0,1,0,0,2,1,0,0,1,1,0,1,4,1,1,1,0]",490050002022,"{""490050007022"":5,""490050002011"":4,""490050004034"":4,""490050003001"":4,""490050002012"":4,""490050001013"":4}","{""490050003001"":8,""490050001013"":4,""160419701003"":4,""160419702003"":4,""490050005012"":4,""490050002012"":4,""490050002011"":4}",6728.0,7.0,"{'<5': 4, '5-10': 25, '11-20': 0, '21-60': 0, '61-120': 0, '121-240': 1, '>240': 1}","[0,0,0,0,0,0,0,0,1,5,7,5,2,4,5,5,3,3,0,0,0,0,0,0]","{""Monday"":8,""Tuesday"":10,""Wednesday"":3,""Thursday"":1,""Friday"":8,""Saturday"":1,""Sunday"":0}","{""android"":10,""ios"":12}",284.4420605947672,2.00829464558847e-06,5.516112990361229e-06,0.0008770440785378827,0.0014208451737097,2,18.351100683533367,2,18.351100683533367,3000.0,6.0,POINT (-111.832634 41.81818299999999),20667.23543577192
879,Neals Gun Shop,,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,451110.0,41.823171,-111.833563,635 S Main St,Smithfield,UT,84335,,,32,28,"[2,0,1,0,0,2,1,0,1,0,3,2,1,1,3,3,1,3,1,1,1,0,0,0,1,0,1,0,1,2]",490050002012,"{""490050002022"":6,""490050002023"":4,""490050002021"":4,""490050001022"":4,""490050002024"":4,""490050004011"":4}","{""490050002022"":7,""490050001013"":4,""490050006003"":4,""490050001022"":4,""490050002012"":4,""490050003002"":4,""490050002011"":4,""490050002024"":4}",2718.0,9.5,"{'<5': 1, '5-10': 20, '11-20': 5, '21-60': 4, '61-120': 2, '121-240': 0, '>240': 0}","[0,0,0,0,0,0,0,0,0,3,2,4,8,4,3,3,4,2,2,1,2,3,1,0]","{""Monday"":7,""Tuesday"":3,""Wednesday"":5,""Thursday"":3,""Friday"":6,""Saturday"":6,""Sunday"":2}","{""android"":10,""ios"":15}",293.6176109365339,2.0730783438332598e-06,5.940429374235169e-06,0.00015274244282898096,0.000237739689898292,2,18.351100683533367,6,55.0533020506001,,,POINT (-111.833563 41.823170999999995),22502.432850209738
880,Bryan N Porter DDS,,Offices of Dentists,Offices of Dentists,621210.0,41.755687,-111.818567,1320 N 600 E Ste 4,Logan,UT,84341,"{'Mon': [['9:00', '17:00']], 'Tue': [['9:00', '17:00']], 'Wed': [], 'Thu': [['9:00', '17:00']], 'Fri': [['9:00', '24:00']], 'Sat': [['0:00', '2:00']], 'Sun': []}",,24,23,"[0,0,0,0,0,1,0,1,0,1,1,4,0,1,1,0,0,2,3,0,1,3,0,0,0,1,1,0,3,0]",490050006001,"{""490050012022"":4,""490050002011"":4,""490050012012"":4,""490050004031"":4}","{""490050004031"":4,""490050012022"":4,""490050004021"":4,""490050002011"":4,""490050005021"":4}",4639.0,42.0,"{'<5': 0, '5-10': 1, '11-20': 1, '21-60': 14, '61-120': 7, '121-240': 0, '>240': 1}","[1,1,1,1,1,1,1,1,5,4,5,5,7,9,4,2,1,0,0,0,2,1,2,1]","{""Monday"":3,""Tuesday"":8,""Wednesday"":2,""Thursday"":2,""Friday"":8,""Saturday"":0,""Sunday"":1}","{""android"":9,""ios"":15}",220.2132082024004,1.5548087578749444e-06,4.879638414550318e-06,0.0004033952432977561,0.0007140094606253533,8,73.40440273413347,22,201.86210751886705,2460.0,5.0,POINT (-111.818567 41.755687),1069.7124864094778
